rob,.steps,.cases,.distance,.p_symptomatic,.p_death,.initial_infections,.incubation,.duration,R0
2,60,100,0.15000000000000002,0.6,0.1,2,5,9,2.030177868021959
2,60,100,0.2,0.4,0.1,1,9,8,2.0335775335775335
2,60,100,0.2,0.4,0.1,3,8,8,2.0481341714602164
2.1,60,100,0.2,0.4,0.1,2,8,6,2.0526383419409338
2.1,60,100,0.2,0.6,0.1,2,10,7,2.056960872736755
2.1,60,100,0.15000000000000002,0.3,0.1,2,7,6,2.0629254084916555
2.1,60,100,0.2,0.35,0.1,2,6,9,2.063402422249675
2.1,60,100,0.15000000000000002,0.55,0.1,1,6,7,2.06353478849367
2.1,60,100,0.2,0.5,0.1,3,8,5,2.0639572622850353
2.1,60,100,0.15000000000000002,0.35,0.1,1,5,6,2.0663690476190477
2.1,60,100,0.2,0.5,0.1,2,10,10,2.0682442506877883
2.1,60,100,0.2,0.5,0.1,2,8,10,2.071571905307273
2.1,60,100,0.2,0.55,0.1,1,5,7,2.073958274686027
2.1,60,100,0.15000000000000002,0.3,0.1,2,7,9,2.074920207397813
2.1,60,100,0.15000000000000002,0.4,0.1,2,10,5,2.076964488144028
2.1,60,100,0.2,0.6,0.1,1,7,8,2.078410524558601
2.1,60,100,0.15000000000000002,0.55,0.1,3,5,5,2.080609943977014
2.1,60,100,0.2,0.45,0.1,2,8,10,2.0847854850031253
2.1,60,100,0.2,0.6,0.1,2,9,10,2.087707869462355
2.1,60,100,0.2,0.4,0.1,1,10,6,2.092754989398212
2.1,60,100,0.2,0.4,0.1,2,5,8,2.1041568306087703
2.1,60,100,0.2,0.5,0.1,3,6,10,2.104332358876188
2.1,60,100,0.15000000000000002,0.55,0.1,1,6,6,2.107162979735021
2.1,60,100,0.2,0.35,0.1,1,7,6,2.1075065878465886
2.1,60,100,0.2,0.5,0.1,1,9,8,2.1164649873444543
2.1,60,100,0.2,0.3,0.1,2,7,9,2.118504173972173
2.1,60,100,0.15000000000000002,0.4,0.1,2,9,7,2.120887927474147
2.1,60,100,0.15000000000000002,0.45,0.1,1,10,7,2.1246322694367126
2.1,60,100,0.2,0.35,0.1,3,9,9,2.138457533477191
2.1,60,100,0.2,0.35,0.1,2,10,8,2.1445106082093237
2.1,60,100,0.15000000000000002,0.45,0.1,1,8,10,2.1463329353573255
2.1,60,100,0.2,0.6,0.1,1,7,7,2.1468802960474114
2.2,60,100,0.15000000000000002,0.3,0.1,3,6,5,2.1507038703747607
2.2,60,100,0.2,0.45,0.1,1,7,9,2.1510578382411456
2.2,60,100,0.2,0.3,0.1,3,9,9,2.1514964147529185
2.2,60,100,0.2,0.3,0.1,1,9,8,2.1516259896570844
2.2,60,100,0.15000000000000002,0.3,0.1,3,10,7,2.1529145381509855
2.2,60,100,0.2,0.55,0.1,2,6,5,2.1551881439271674
2.2,60,100,0.2,0.55,0.1,2,10,5,2.1582659047166426
2.2,60,100,0.15000000000000002,0.4,0.1,2,5,5,2.159569597069597
2.2,60,100,0.2,0.6,0.1,1,8,9,2.161813542341084
2.2,60,100,0.2,0.6,0.1,2,9,9,2.17511798580659
2.2,60,100,0.2,0.6,0.1,3,10,7,2.187813234922705
2.2,60,100,0.2,0.4,0.1,2,8,7,2.1906295102382725
2.2,60,100,0.2,0.6,0.1,3,9,10,2.1933889586952717
2.2,60,100,0.2,0.3,0.1,1,9,6,2.1941525929596244
2.2,60,100,0.2,0.35,0.1,3,8,7,2.204958503245034
2.2,60,100,0.2,0.55,0.1,1,9,8,2.2067157182289545
2.2,60,100,0.2,0.4,0.1,1,8,10,2.210718441365476
2.2,60,100,0.2,0.6,0.1,2,7,9,2.22825583488459
2.2,60,100,0.15000000000000002,0.3,0.1,1,8,9,2.2352585622993786
2.2,60,100,0.15000000000000002,0.4,0.1,1,6,9,2.239543650793651
2.2,60,100,0.15000000000000002,0.5,0.1,3,5,5,2.2423881673881674
2.2,60,100,0.15000000000000002,0.55,0.1,1,7,10,2.2495492908650805
2.3,60,100,0.2,0.4,0.1,1,6,8,2.2586325386354935
2.3,60,100,0.2,0.5,0.1,1,6,9,2.2601835890432294
2.3,60,100,0.2,0.6,0.1,3,6,9,2.2641773624905075
2.3,60,100,0.2,0.35,0.1,2,8,7,2.265014910342772
2.3,60,100,0.2,0.3,0.1,2,10,7,2.2653500916020066
2.3,60,100,0.2,0.45,0.1,3,5,6,2.2659507556990905
2.3,60,100,0.2,0.45,0.1,2,5,7,2.267039634389137
2.3,60,100,0.2,0.35,0.1,1,5,7,2.26726442439481
2.3,60,100,0.2,0.55,0.1,1,5,5,2.2689994593539233
2.3,60,100,0.2,0.5,0.1,3,7,9,2.275116119265718
2.3,60,100,0.15000000000000002,0.6,0.1,1,7,7,2.2828548726122957
2.3,60,100,0.2,0.35,0.1,1,8,5,2.2831862733424884
2.3,60,100,0.2,0.35,0.1,3,7,10,2.2866583858305627
2.3,60,100,0.15000000000000002,0.55,0.1,3,9,8,2.294711604070484
2.3,60,100,0.2,0.55,0.1,2,5,7,2.298875177851969
2.3,60,100,0.15000000000000002,0.6,0.1,1,10,5,2.314097027699969
2.3,60,100,0.2,0.35,0.1,3,9,7,2.3180257089726837
2.3,60,100,0.2,0.55,0.1,2,8,9,2.33011379411913
2.3,60,100,0.15000000000000002,0.45,0.1,1,6,7,2.3333333333333335
2.3,60,100,0.2,0.4,0.1,1,6,7,2.3374055651263728
2.3,60,100,0.2,0.6,0.1,3,5,10,2.337872655457579
2.3,60,100,0.2,0.6,0.1,2,10,10,2.3408748803266195
2.3,60,100,0.15000000000000002,0.3,0.1,2,5,10,2.348611111111111
2.3,60,100,0.2,0.6,0.1,1,6,5,2.348723229650304
2.4,60,100,0.2,0.4,0.1,2,10,10,2.3522160467958746
2.4,60,100,0.2,0.35,0.1,1,8,9,2.354663771194092
2.4,60,100,0.25,0.35,0.1,2,10,7,2.3690209000689473
2.4,60,100,0.2,0.5,0.1,2,10,9,2.369472220456746
2.4,60,100,0.2,0.45,0.1,2,6,6,2.3743391896689667
2.4,60,100,0.2,0.35,0.1,2,5,7,2.375246981315799
2.4,60,100,0.2,0.35,0.1,1,7,10,2.3859743933405477
2.4,60,100,0.2,0.35,0.1,2,5,5,2.3949122832331002
2.4,60,100,0.2,0.45,0.1,3,5,8,2.3954728901929387
2.4,60,100,0.2,0.6,0.1,3,9,8,2.3990119575349684
2.4,60,100,0.2,0.6,0.1,2,8,10,2.4092202019512703
2.4,60,100,0.2,0.3,0.1,3,5,10,2.409422474163211
2.4,60,100,0.25,0.3,0.1,1,10,8,2.411924475310723
2.4,60,100,0.2,0.55,0.1,3,7,6,2.412990819410229
2.4,60,100,0.2,0.35,0.1,3,10,5,2.422000218303866
2.4,60,100,0.15000000000000002,0.45,0.1,3,7,9,2.4265368393685822
2.4,60,100,0.2,0.55,0.1,3,6,6,2.4277079238018233
2.4,60,100,0.2,0.55,0.1,2,5,10,2.4295428488218302
2.4,60,100,0.15000000000000002,0.35,0.1,1,8,6,2.442373039147233
2.4,60,100,0.2,0.55,0.1,2,8,5,2.4440476190476192
2.5,60,100,0.2,0.6,0.1,3,5,5,2.4508240133734263
2.5,60,100,0.2,0.3,0.1,1,7,7,2.4511052156640605
2.5,60,100,0.15000000000000002,0.6,0.1,3,7,5,2.4551794067215895
2.5,60,100,0.2,0.3,0.1,1,6,7,2.4578100869241486
2.5,60,100,0.2,0.35,0.1,1,10,9,2.459364840938117
2.5,60,100,0.2,0.6,0.1,2,9,8,2.461752633787814
2.5,60,100,0.2,0.6,0.1,2,5,10,2.465841926728905
2.5,60,100,0.2,0.3,0.1,3,8,10,2.4664245601771024
2.5,60,100,0.15000000000000002,0.35,0.1,3,5,7,2.46786139344777
2.5,60,100,0.2,0.55,0.1,1,10,7,2.4798967087437136
2.5,60,100,0.2,0.45,0.1,1,5,7,2.4826501499876112
2.5,60,100,0.2,0.35,0.1,3,5,10,2.4836539496023176
2.5,60,100,0.15000000000000002,0.55,0.1,1,9,10,2.4859998670733794
2.5,60,100,0.2,0.3,0.1,2,7,7,2.49335471184428
2.5,60,100,0.2,0.35,0.1,2,5,8,2.4962932854841253
2.5,60,100,0.2,0.45,0.1,2,5,9,2.503874498142771
2.5,60,100,0.2,0.35,0.1,3,9,6,2.5240135596790596
2.5,60,100,0.15000000000000002,0.35,0.1,2,6,7,2.528938055625699
2.5,60,100,0.2,0.4,0.1,3,6,8,2.531507738196821
2.5,60,100,0.2,0.35,0.1,3,10,6,2.531588625135438
2.5,60,100,0.2,0.5,0.1,3,10,8,2.5324195302200057
2.5,60,100,0.2,0.3,0.1,1,8,5,2.5362274191763468
2.5,60,100,0.2,0.3,0.1,3,9,5,2.538244160194488
2.5,60,100,0.2,0.5,0.1,2,6,9,2.5398714978758354
2.5,60,100,0.15000000000000002,0.5,0.1,1,8,5,2.540033068783069
2.5,60,100,0.2,0.35,0.1,1,8,6,2.5424885757464586
2.5,60,100,0.2,0.3,0.1,1,5,7,2.546671988121689
2.5,60,100,0.25,0.35,0.1,1,8,9,2.5485771529452164
2.6,60,100,0.2,0.5,0.1,2,8,6,2.552357117715739
2.6,60,100,0.2,0.55,0.1,2,9,6,2.553619617661997
2.6,60,100,0.2,0.55,0.1,3,5,7,2.555915066484554
2.6,60,100,0.2,0.3,0.1,3,10,7,2.557550399014935
2.6,60,100,0.2,0.35,0.1,3,6,7,2.5582887709349147
2.6,60,100,0.2,0.6,0.1,2,7,6,2.561077819767035
2.6,60,100,0.15000000000000002,0.35,0.1,2,6,6,2.564220803145793
2.6,60,100,0.2,0.55,0.1,3,6,7,2.568868322970172
2.6,60,100,0.2,0.3,0.1,2,10,5,2.573588295768077
2.6,60,100,0.2,0.35,0.1,3,7,5,2.5776520762087074
2.6,60,100,0.2,0.4,0.1,3,9,6,2.578992883765801
2.6,60,100,0.2,0.45,0.1,1,10,7,2.5802714111538605
2.6,60,100,0.2,0.5,0.1,1,6,7,2.5822858950170025
2.6,60,100,0.25,0.5,0.1,2,6,7,2.588882424715124
2.6,60,100,0.2,0.55,0.1,3,10,10,2.589657991277373
2.6,60,100,0.15000000000000002,0.35,0.1,2,7,6,2.5908503401360545
2.6,60,100,0.2,0.6,0.1,3,7,10,2.595876477852327
2.6,60,100,0.2,0.4,0.1,1,5,5,2.6046397023137096
2.6,60,100,0.2,0.6,0.1,2,9,5,2.6058701055935467
2.6,60,100,0.2,0.5,0.1,2,6,7,2.6066079103844575
2.6,60,100,0.2,0.5,0.1,2,5,8,2.6075870064190787
2.6,60,100,0.2,0.45,0.1,3,9,7,2.608172347504137
2.6,60,100,0.2,0.55,0.1,3,9,8,2.6093352936964345
2.6,60,100,0.2,0.45,0.1,1,9,8,2.616395110384188
2.6,60,100,0.2,0.35,0.1,2,10,5,2.6234047177499935
2.6,60,100,0.2,0.35,0.1,3,8,6,2.625583467367905
2.6,60,100,0.2,0.45,0.1,1,8,5,2.627393668442361
2.6,60,100,0.2,0.45,0.1,2,9,5,2.633584111761324
2.6,60,100,0.2,0.5,0.1,1,8,6,2.634134781441273
2.6,60,100,0.15000000000000002,0.5,0.1,2,7,9,2.6362530773421504
2.6,60,100,0.2,0.55,0.1,1,7,8,2.6427297197556485
2.6,60,100,0.2,0.4,0.1,2,7,10,2.6454606395041846
2.7,60,100,0.2,0.4,0.1,1,7,9,2.6502484768255936
2.7,60,100,0.2,0.4,0.1,3,5,8,2.6551909376292495
2.7,60,100,0.2,0.55,0.1,3,5,6,2.6561936166338618
2.7,60,100,0.2,0.55,0.1,2,6,10,2.6591010725123114
2.7,60,100,0.2,0.6,0.1,3,9,7,2.668952907495082
2.7,60,100,0.2,0.35,0.1,2,7,6,2.671416650747191
2.7,60,100,0.2,0.6,0.1,1,9,8,2.6750035227165485
2.7,60,100,0.2,0.35,0.1,3,5,5,2.6798903991220677
2.7,60,100,0.2,0.45,0.1,2,10,8,2.68085920725999
2.7,60,100,0.2,0.45,0.1,2,6,7,2.6812789851966263
2.7,60,100,0.2,0.4,0.1,1,10,8,2.6843906385615877
2.7,60,100,0.2,0.4,0.1,2,7,7,2.6951851666415396
2.7,60,100,0.25,0.5,0.1,3,6,9,2.696622433176847
2.7,60,100,0.2,0.4,0.1,2,8,5,2.697274608190986
2.7,60,100,0.25,0.6,0.1,1,5,7,2.7008281573498967
2.7,60,100,0.2,0.35,0.1,2,7,10,2.7106687356737122
2.7,60,100,0.2,0.6,0.1,3,8,10,2.711720896488894
2.7,60,100,0.2,0.35,0.1,2,8,8,2.7144011258260607
2.7,60,100,0.25,0.5,0.1,3,7,5,2.718591153490329
2.7,60,100,0.2,0.6,0.1,2,9,7,2.719186689850871
2.7,60,100,0.2,0.55,0.1,1,10,8,2.7246540350606807
2.7,60,100,0.2,0.3,0.1,3,7,9,2.7255616614742983
2.7,60,100,0.2,0.35,0.1,3,7,6,2.7335503743978222
2.7,60,100,0.25,0.35,0.1,3,9,10,2.7362275684252486
2.7,60,100,0.2,0.3,0.1,1,10,5,2.738225299017405
2.7,60,100,0.2,0.55,0.1,2,8,6,2.7389392901331275
2.8,60,100,0.2,0.4,0.1,2,10,9,2.750885949064139
2.8,60,100,0.2,0.55,0.1,1,6,8,2.751440720227485
2.8,60,100,0.25,0.55,0.1,1,8,8,2.7613633955842944
2.8,60,100,0.2,0.6,0.1,1,6,10,2.763926675176675
2.8,60,100,0.2,0.5,0.1,3,9,10,2.7700360518676233
2.8,60,100,0.25,0.4,0.1,1,8,8,2.772923584821354
2.8,60,100,0.15000000000000002,0.6,0.1,3,7,10,2.7795022989665945
2.8,60,100,0.2,0.5,0.1,1,6,5,2.7867389779699616
2.8,60,100,0.2,0.55,0.1,3,6,5,2.798893078066076
2.8,60,100,0.2,0.55,0.1,2,8,10,2.8111776001948026
2.8,60,100,0.2,0.45,0.1,1,10,8,2.8209792979350703
2.8,60,100,0.25,0.5,0.1,3,10,9,2.8275040062153005
2.8,60,100,0.2,0.35,0.1,1,5,5,2.8299714383361
2.8,60,100,0.2,0.45,0.1,3,9,9,2.841275738325141
2.8,60,100,0.2,0.3,0.1,3,9,8,2.8447941469331126
2.9,60,100,0.25,0.3,0.1,1,9,7,2.860201332468468
2.9,60,100,0.25,0.6,0.1,2,10,7,2.8803094658094825
2.9,60,100,0.25,0.45,0.1,3,10,5,2.88607272564972
2.9,60,100,0.2,0.5,0.1,3,5,5,2.8927418683898014
2.9,60,100,0.25,0.45,0.1,3,7,10,2.894872293089009
2.9,60,100,0.2,0.55,0.1,1,7,9,2.9001068376068377
2.9,60,100,0.2,0.45,0.1,2,5,8,2.901208270892418
2.9,60,100,0.15000000000000002,0.4,0.1,2,5,8,2.901970545794075
2.9,60,100,0.2,0.45,0.1,2,7,5,2.9052844111970173
2.9,60,100,0.2,0.5,0.1,1,8,7,2.912537448831363
2.9,60,100,0.25,0.45,0.1,1,9,10,2.913770985326672
2.9,60,100,0.25,0.4,0.1,3,6,9,2.917613801789142
2.9,60,100,0.2,0.55,0.1,1,8,8,2.9222838555242254
2.9,60,100,0.2,0.45,0.1,2,6,5,2.9250924232329463
2.9,60,100,0.2,0.35,0.1,2,5,10,2.925200614826554
2.9,60,100,0.25,0.4,0.1,2,7,7,2.9350309073292653
2.9,60,100,0.2,0.5,0.1,2,9,7,2.9388797829280935
3,60,100,0.25,0.3,0.1,1,6,8,2.9612705726855086
3,60,100,0.25,0.55,0.1,2,7,10,2.9629239677893024
3,60,100,0.3,0.5,0.1,3,6,8,2.966486723210744
3,60,100,0.2,0.45,0.1,2,5,6,2.97593442988546
3,60,100,0.25,0.4,0.1,1,9,10,2.986375555967692
3,60,100,0.2,0.6,0.1,2,8,6,2.9918733477422728
3,60,100,0.25,0.45,0.1,1,9,6,2.994663976131081
3,60,100,0.25,0.6,0.1,2,10,6,2.996884307968919
3,60,100,0.25,0.55,0.1,2,10,7,3.004904303928531
3,60,100,0.2,0.35,0.1,1,6,8,3.0107292185982475
3,60,100,0.2,0.55,0.1,2,6,8,3.0124534243559595
3,60,100,0.2,0.35,0.1,1,8,7,3.0360267966613845
3,60,100,0.25,0.5,0.1,1,9,6,3.039048927397652
3.1,60,100,0.25,0.5,0.1,1,9,5,3.0515875591332664
3.1,60,100,0.25,0.55,0.1,1,7,7,3.053388696135318
3.1,60,100,0.2,0.35,0.1,3,9,10,3.061872870470918
3.1,60,100,0.25,0.3,0.1,1,7,7,3.0670807795588595
3.1,60,100,0.2,0.3,0.1,3,7,7,3.067990122168952
3.1,60,100,0.2,0.35,0.1,1,6,6,3.0735138225419556
3.1,60,100,0.2,0.5,0.1,1,5,8,3.0815934449569444
3.1,60,100,0.25,0.3,0.1,1,5,9,3.098885283045444
3.1,60,100,0.2,0.35,0.1,3,8,5,3.107875417887809
3.1,60,100,0.25,0.35,0.1,2,7,8,3.1089369682060997
3.1,60,100,0.2,0.4,0.1,3,6,5,3.1202799146692235
3.1,60,100,0.25,0.5,0.1,2,10,8,3.1242863276485267
3.1,60,100,0.2,0.55,0.1,1,8,9,3.13211322407751
3.1,60,100,0.25,0.5,0.1,1,10,6,3.139113594526697
3.1,60,100,0.2,0.3,0.1,3,5,7,3.141459745027471
3.1,60,100,0.3,0.55,0.1,1,5,9,3.143132458495
3.1,60,100,0.25,0.5,0.1,1,7,5,3.1443111025593278
3.1,60,100,0.25,0.4,0.1,2,10,7,3.146189014815614
3.1,60,100,0.25,0.45,0.1,1,9,5,3.1490436795499313
3.2,60,100,0.2,0.5,0.1,2,6,6,3.1500530225430716
3.2,60,100,0.2,0.3,0.1,2,7,10,3.153973747216299
3.2,60,100,0.25,0.45,0.1,1,10,8,3.1546298540067452
3.2,60,100,0.2,0.3,0.1,3,8,9,3.1547833606901476
3.2,60,100,0.25,0.4,0.1,2,10,10,3.1558313749035136
3.2,60,100,0.25,0.35,0.1,3,5,9,3.1665025452704825
3.2,60,100,0.25,0.5,0.1,1,7,9,3.167837236381805
3.2,60,100,0.25,0.45,0.1,1,9,9,3.1761535596989754
3.2,60,100,0.25,0.45,0.1,1,8,9,3.176305460559583
3.2,60,100,0.25,0.35,0.1,2,6,8,3.1778709369446605
3.2,60,100,0.25,0.6,0.1,2,8,8,3.1894672815183047
3.2,60,100,0.25,0.4,0.1,2,10,9,3.196060325472627
3.2,60,100,0.25,0.5,0.1,1,8,10,3.1985928434044952
3.2,60,100,0.25,0.6,0.1,3,10,8,3.1993576937113293
3.2,60,100,0.25,0.45,0.1,2,9,9,3.206199283307867
3.2,60,100,0.2,0.3,0.1,2,9,7,3.211593958952086
3.2,60,100,0.25,0.3,0.1,3,6,5,3.215927991787135
3.2,60,100,0.25,0.3,0.1,3,7,9,3.2224992298602086
3.2,60,100,0.25,0.4,0.1,3,5,10,3.227452686997935
3.2,60,100,0.25,0.5,0.1,2,7,6,3.2287514046771673
3.2,60,100,0.25,0.35,0.1,3,10,10,3.23476073636128
3.2,60,100,0.25,0.55,0.1,3,6,5,3.239735898808127
3.2,60,100,0.25,0.3,0.1,3,6,9,3.243786859680487
3.2,60,100,0.25,0.35,0.1,2,9,6,3.244967252000293
3.2,60,100,0.25,0.6,0.1,1,10,6,3.2454918673997835
3.3,60,100,0.25,0.3,0.1,3,8,10,3.252296118174198
3.3,60,100,0.25,0.35,0.1,2,9,8,3.257143617893555
3.3,60,100,0.25,0.3,0.1,3,8,8,3.263390729267795
3.3,60,100,0.25,0.5,0.1,1,7,7,3.2643363814726634
3.3,60,100,0.25,0.55,0.1,2,5,5,3.266681643116259
3.3,60,100,0.25,0.4,0.1,3,10,10,3.2767272401000214
3.3,60,100,0.25,0.4,0.1,1,9,9,3.2867511239339096
3.3,60,100,0.25,0.3,0.1,1,8,9,3.287588927104248
3.3,60,100,0.2,0.45,0.1,1,8,8,3.3013523782519787
3.3,60,100,0.25,0.6,0.1,2,10,5,3.301828560477017
3.3,60,100,0.25,0.5,0.1,2,8,8,3.3088864915030443
3.3,60,100,0.25,0.35,0.1,2,7,7,3.3155085628930165
3.3,60,100,0.25,0.45,0.1,3,9,6,3.323660363014533
3.3,60,100,0.25,0.6,0.1,2,9,10,3.330646164821406
3.3,60,100,0.25,0.55,0.1,2,8,10,3.3323250029257387
3.3,60,100,0.25,0.3,0.1,2,7,10,3.343955681001969
3.4,60,100,0.25,0.4,0.1,1,10,7,3.3525672823659987
3.4,60,100,0.25,0.55,0.1,1,10,6,3.353129997938234
3.4,60,100,0.25,0.55,0.1,3,9,9,3.3589876783745476
3.4,60,100,0.2,0.3,0.1,2,5,7,3.3653986889388796
3.4,60,100,0.2,0.5,0.1,3,6,9,3.379760240072237
3.4,60,100,0.25,0.3,0.1,2,7,8,3.384916335586425
3.4,60,100,0.25,0.55,0.1,2,6,9,3.394790261881738
3.4,60,100,0.25,0.5,0.1,1,7,10,3.3992301993288416
3.4,60,100,0.25,0.4,0.1,3,10,8,3.401968477223959
3.4,60,100,0.25,0.45,0.1,2,8,8,3.408925573145311
3.4,60,100,0.25,0.55,0.1,3,7,8,3.412712555467171
3.4,60,100,0.25,0.5,0.1,3,10,5,3.417087775505538
3.4,60,100,0.25,0.45,0.1,3,6,5,3.418677682049601
3.4,60,100,0.25,0.55,0.1,1,7,5,3.4376853189136445
3.4,60,100,0.25,0.35,0.1,1,9,6,3.4428509066530193
3.4,60,100,0.25,0.55,0.1,2,8,6,3.445457300151466
3.4,60,100,0.25,0.45,0.1,1,9,8,3.4462598252529992
3.4,60,100,0.25,0.3,0.1,2,7,6,3.446828250627963
3.4,60,100,0.2,0.45,0.1,3,8,7,3.4487362823395564
3.4,60,100,0.25,0.55,0.1,2,6,10,3.449789424738677
3.5,60,100,0.25,0.4,0.1,3,7,9,3.4592733200548627
3.5,60,100,0.25,0.4,0.1,1,10,9,3.476027647121909
3.5,60,100,0.25,0.6,0.1,2,9,7,3.477072272488078
3.5,60,100,0.25,0.45,0.1,2,6,7,3.4778121515086617
3.5,60,100,0.25,0.5,0.1,1,9,9,3.4980480381227985
3.5,60,100,0.25,0.5,0.1,3,6,8,3.5070989992599126
3.5,60,100,0.25,0.3,0.1,2,10,5,3.508512422638137
3.5,60,100,0.25,0.5,0.1,3,6,6,3.5098373273044468
3.5,60,100,0.25,0.35,0.1,3,8,6,3.520281681864422
3.5,60,100,0.25,0.35,0.1,1,9,8,3.5228293830366257
3.5,60,100,0.25,0.35,0.1,3,7,10,3.5387982669958613
3.5,60,100,0.25,0.3,0.1,2,6,10,3.542907679201087
3.5,60,100,0.25,0.35,0.1,1,7,7,3.542958063996225
3.6,60,100,0.25,0.4,0.1,1,5,5,3.5518635591159393
3.6,60,100,0.25,0.3,0.1,2,6,8,3.5743628263733744
3.6,60,100,0.25,0.45,0.1,1,6,9,3.5770086100000755
3.6,60,100,0.3,0.3,0.1,2,8,9,3.5924682182378156
3.6,60,100,0.25,0.3,0.1,3,10,8,3.6030137761738863
3.6,60,100,0.25,0.3,0.1,1,9,9,3.6115843155602856
3.6,60,100,0.25,0.45,0.1,1,9,7,3.61456178152313
3.6,60,100,0.25,0.55,0.1,1,8,10,3.6202733509918086
3.6,60,100,0.25,0.4,0.1,3,6,5,3.621287092885437
3.6,60,100,0.25,0.35,0.1,3,6,7,3.627005716416839
3.6,60,100,0.25,0.6,0.1,2,6,9,3.627518910037549
3.6,60,100,0.25,0.3,0.1,1,9,8,3.6296046352771163
3.6,60,100,0.25,0.45,0.1,1,6,5,3.630239951637347
3.6,60,100,0.25,0.4,0.1,1,5,7,3.6393919869753986
3.6,60,100,0.25,0.55,0.1,1,9,9,3.641178091802773
3.7,60,100,0.3,0.55,0.1,2,9,6,3.6529108193745734
3.7,60,100,0.25,0.45,0.1,3,5,6,3.65892165749814
3.7,60,100,0.25,0.3,0.1,1,9,6,3.6628353620797816
3.7,60,100,0.25,0.35,0.1,2,8,7,3.67091492899038
3.7,60,100,0.25,0.35,0.1,2,10,10,3.678808205643618
3.7,60,100,0.25,0.45,0.1,3,9,10,3.6852820714852563
3.7,60,100,0.25,0.45,0.1,3,6,8,3.6898205375202786
3.7,60,100,0.25,0.3,0.1,3,5,5,3.6915962270320155
3.7,60,100,0.25,0.4,0.1,3,8,9,3.6954561263307846
3.7,60,100,0.25,0.3,0.1,1,5,6,3.6985178027785324
3.7,60,100,0.3,0.5,0.1,2,5,6,3.7034945194961852
3.7,60,100,0.25,0.6,0.1,1,8,10,3.7042184892195453
3.7,60,100,0.25,0.45,0.1,3,9,5,3.70833207378371
3.7,60,100,0.3,0.35,0.1,1,10,10,3.712979401122835
3.7,60,100,0.25,0.45,0.1,3,6,7,3.7193738622502597
3.7,60,100,0.3,0.6,0.1,2,7,10,3.7200227874904668
3.7,60,100,0.25,0.45,0.1,1,6,7,3.725339441374387
3.7,60,100,0.25,0.35,0.1,3,6,6,3.7303862882647056
3.7,60,100,0.25,0.6,0.1,2,10,9,3.731423431462172
3.7,60,100,0.25,0.4,0.1,3,9,6,3.732600959559703
3.7,60,100,0.25,0.3,0.1,2,5,10,3.735718892368194
3.7,60,100,0.25,0.6,0.1,2,7,6,3.7376066315796916
3.7,60,100,0.25,0.4,0.1,3,5,5,3.7398716587576613
3.7,60,100,0.25,0.35,0.1,1,5,6,3.739952292128135
3.7,60,100,0.25,0.55,0.1,3,10,8,3.744668217137586
3.8,60,100,0.25,0.6,0.1,1,6,9,3.7599237868094737
3.8,60,100,0.25,0.55,0.1,2,9,6,3.7650077449553385
3.8,60,100,0.3,0.55,0.1,1,6,8,3.770334030998688
3.8,60,100,0.3,0.5,0.1,1,10,6,3.7706197628235385
3.8,60,100,0.25,0.5,0.1,2,8,5,3.801861088972781
3.8,60,100,0.25,0.4,0.1,2,8,8,3.808629771008168
3.8,60,100,0.25,0.6,0.1,3,5,5,3.809748173849548
3.8,60,100,0.25,0.5,0.1,2,7,8,3.810114021525095
3.8,60,100,0.3,0.35,0.1,3,7,9,3.817042400561943
3.8,60,100,0.25,0.55,0.1,3,8,6,3.820544904153194
3.8,60,100,0.25,0.55,0.1,3,6,9,3.8371074456790204
3.8,60,100,0.25,0.5,0.1,1,6,8,3.8371312511238487
3.8,60,100,0.25,0.5,0.1,2,7,10,3.8388885609673897
3.8,60,100,0.25,0.6,0.1,3,5,8,3.8449850019534573
3.9,60,100,0.25,0.5,0.1,1,5,8,3.8650575914694554
3.9,60,100,0.25,0.35,0.1,3,8,10,3.87666471325812
3.9,60,100,0.25,0.35,0.1,2,6,5,3.88814352071719
3.9,60,100,0.25,0.45,0.1,2,6,10,3.8984597869104043
3.9,60,100,0.25,0.4,0.1,1,7,7,3.9488767469453956
4,60,100,0.25,0.5,0.1,3,6,7,3.9526139199968804
4,60,100,0.25,0.6,0.1,2,8,10,3.9659470997474826
4,60,100,0.3,0.6,0.1,2,10,5,3.969063531243422
4,60,100,0.25,0.3,0.1,1,7,9,3.9694275294848254
4,60,100,0.25,0.6,0.1,2,8,6,3.9769596172688924
4,60,100,0.25,0.6,0.1,3,10,10,3.991676130082443
4,60,100,0.25,0.6,0.1,2,6,8,3.9951127352786657
4,60,100,0.25,0.55,0.1,1,10,5,3.9991700565233654
4,60,100,0.25,0.4,0.1,3,7,6,4.001084225714618
4,60,100,0.25,0.6,0.1,1,7,5,4.024439025046302
4,60,100,0.25,0.35,0.1,3,10,7,4.02515523402191
4,60,100,0.25,0.45,0.1,1,10,7,4.049873159620354
4.1,60,100,0.25,0.45,0.1,2,5,8,4.060873372210507
4.1,60,100,0.25,0.55,0.1,3,8,10,4.0608764991001145
4.1,60,100,0.25,0.55,0.1,2,7,6,4.062079510047558
4.1,60,100,0.25,0.4,0.1,3,6,7,4.086789582780268
4.1,60,100,0.25,0.35,0.1,1,10,9,4.096085842759899
4.1,60,100,0.25,0.3,0.1,3,10,9,4.113757324845759
4.1,60,100,0.25,0.35,0.1,2,10,9,4.134469123415842
