.steps,.cases,.distance,.p_symptomatic,.p_death,.initial_infections,.incubation,.duration,R0
60,100,0.1,0.45,0.1,1,5,10,0.7944444444444444
60,100,0.15000000000000002,0.3,0.1,2,6,5,1.6679502401432227
60,100,0.1,0.4,0.1,2,5,5,1.1986666666666668
60,100,0.1,0.35,0.1,2,5,5,1.238888888888889
60,100,0.1,0.45,0.1,3,7,6,1.020508658008658
60,100,0.25,0.3,0.1,2,7,6,3.446828250627963
60,100,0.1,0.6,0.1,2,10,9,0.856547619047619
60,100,0.2,0.35,0.1,2,5,7,2.375246981315799
60,100,0.2,0.45,0.1,1,6,6,1.5269786283675173
60,100,0.2,0.45,0.1,2,5,8,2.901208270892418
60,100,0.15000000000000002,0.55,0.1,3,5,7,1.5514353089720736
60,100,0.15000000000000002,0.35,0.1,3,5,7,2.46786139344777
60,100,0.2,0.45,0.1,2,10,8,2.68085920725999
60,100,0.15000000000000002,0.55,0.1,3,8,10,1.9084226013637777
60,100,0.25,0.55,0.1,2,10,7,3.004904303928531
60,100,0.2,0.6,0.1,1,6,5,2.348723229650304
60,100,0.15000000000000002,0.6,0.1,3,7,6,1.5853344415137403
60,100,0.25,0.55,0.1,3,6,9,3.8371074456790204
60,100,0.2,0.3,0.1,3,7,9,2.7255616614742983
60,100,0.3,0.5,0.1,2,5,5,4.782303929212055
60,100,0.2,0.45,0.1,1,10,7,2.5802714111538605
60,100,0.15000000000000002,0.4,0.1,3,6,7,1.3837122252747254
60,100,0.15000000000000002,0.35,0.1,3,9,7,1.8524506801777803
60,100,0.3,0.55,0.1,1,6,8,3.770334030998688
60,100,0.2,0.6,0.1,3,10,7,2.187813234922705
60,100,0.1,0.35,0.1,3,6,9,1.0442592592592592
60,100,0.25,0.3,0.1,3,6,5,3.215927991787135
60,100,0.3,0.3,0.1,3,7,7,6.302409647318939
60,100,0.2,0.35,0.1,2,7,10,2.7106687356737122
60,100,0.15000000000000002,0.6,0.1,2,7,8,0.7514285714285714
60,100,0.15000000000000002,0.3,0.1,1,6,10,1.6379988705028348
60,100,0.25,0.55,0.1,2,5,5,3.266681643116259
60,100,0.15000000000000002,0.55,0.1,3,6,5,1.5873879634326136
60,100,0.15000000000000002,0.45,0.1,3,6,8,1.8506393284089875
60,100,0.15000000000000002,0.3,0.1,1,9,9,1.5175883256528417
60,100,0.2,0.5,0.1,2,6,6,3.1500530225430716
60,100,0.3,0.55,0.1,1,10,8,5.535254564116252
60,100,0.1,0.5,0.1,2,9,5,0.6735119047619048
60,100,0.2,0.4,0.1,1,8,10,2.210718441365476
60,100,0.2,0.4,0.1,1,8,9,0.6190476190476191
60,100,0.15000000000000002,0.35,0.1,2,6,6,2.564220803145793
60,100,0.2,0.55,0.1,1,7,8,2.6427297197556485
60,100,0.15000000000000002,0.5,0.1,3,6,7,1.4584626883646492
60,100,0.1,0.3,0.1,2,7,9,0.940952380952381
60,100,0.15000000000000002,0.35,0.1,2,10,5,1.4116691468253968
60,100,0.3,0.4,0.1,1,6,6,5.040652246856345
60,100,0.2,0.35,0.1,2,5,5,2.3949122832331002
60,100,0.2,0.4,0.1,2,7,10,2.6454606395041846
60,100,0.2,0.35,0.1,2,10,8,2.1445106082093237
60,100,0.1,0.35,0.1,2,5,8,1.4079794909582144
60,100,0.25,0.35,0.1,1,6,7,4.189544003243898
60,100,0.15000000000000002,0.5,0.1,2,7,10,1.1006445406445406
60,100,0.25,0.55,0.1,3,6,5,3.239735898808127
60,100,0.15000000000000002,0.4,0.1,2,9,5,1.6983307783677912
60,100,0.2,0.35,0.1,1,8,9,2.354663771194092
60,100,0.2,0.6,0.1,2,8,6,2.9918733477422728
60,100,0.25,0.5,0.1,3,6,9,2.696622433176847
60,100,0.15000000000000002,0.3,0.1,3,6,8,1.5019522627238953
60,100,0.15000000000000002,0.55,0.1,1,10,8,1.4861111111111112
60,100,0.1,0.55,0.1,2,6,6,0.5256410256410257
60,100,0.3,0.5,0.1,2,8,10,6.170895238418456
60,100,0.3,0.6,0.1,2,9,9,4.8167359176651905
60,100,0.15000000000000002,0.4,0.1,1,7,7,1.6780753968253967
60,100,0.2,0.3,0.1,1,6,7,2.4578100869241486
60,100,0.15000000000000002,0.35,0.1,1,8,10,1.4921832443155973
60,100,0.2,0.4,0.1,1,6,7,2.3374055651263728
60,100,0.1,0.5,0.1,3,7,8,0.9001988751988752
60,100,0.3,0.4,0.1,1,6,7,4.62391079658439
60,100,0.3,0.35,0.1,2,5,7,5.555256874496802
60,100,0.2,0.6,0.1,2,10,10,2.3408748803266195
60,100,0.25,0.35,0.1,2,7,7,3.3155085628930165
60,100,0.3,0.4,0.1,2,7,7,4.687531419924006
60,100,0.2,0.3,0.1,3,8,10,2.4664245601771024
60,100,0.3,0.6,0.1,2,10,6,5.584126337932104
60,100,0.25,0.55,0.1,1,7,7,3.053388696135318
60,100,0.1,0.55,0.1,1,5,10,0.8276531339031339
60,100,0.15000000000000002,0.45,0.1,3,7,5,1.7093786330628435
60,100,0.25,0.45,0.1,2,5,8,4.060873372210507
60,100,0.2,0.45,0.1,2,6,6,2.3743391896689667
60,100,0.15000000000000002,0.45,0.1,2,6,9,1.290978835978836
60,100,0.25,0.6,0.1,2,6,8,3.9951127352786657
60,100,0.3,0.45,0.1,3,6,10,4.995127925665846
60,100,0.25,0.4,0.1,3,10,8,3.401968477223959
60,100,0.15000000000000002,0.4,0.1,2,7,5,1.9214809367587145
60,100,0.3,0.5,0.1,2,9,10,5.62569986251564
60,100,0.2,0.55,0.1,3,10,10,2.589657991277373
60,100,0.3,0.6,0.1,3,7,10,5.336922298436881
60,100,0.15000000000000002,0.45,0.1,1,8,10,2.1463329353573255
60,100,0.1,0.5,0.1,2,6,5,0.900700456950457
60,100,0.25,0.35,0.1,3,8,10,3.87666471325812
60,100,0.1,0.55,0.1,1,7,9,0
60,100,0.25,0.3,0.1,3,6,9,3.243786859680487
60,100,0.3,0.45,0.1,1,7,10,4.749953078206509
60,100,0.1,0.3,0.1,3,9,5,0.8934738338584493
60,100,0.15000000000000002,0.35,0.1,3,10,9,1.9394656527917473
60,100,0.15000000000000002,0.55,0.1,1,5,10,1.8188329591555399
60,100,0.2,0.45,0.1,3,9,7,2.608172347504137
60,100,0.2,0.35,0.1,1,7,5,0.8571428571428571
60,100,0.25,0.6,0.1,1,6,9,3.7599237868094737
60,100,0.25,0.45,0.1,1,9,6,2.994663976131081
60,100,0.3,0.4,0.1,1,7,7,5.716847439993243
60,100,0.15000000000000002,0.3,0.1,1,9,10,1.3335515873015873
60,100,0.15000000000000002,0.3,0.1,3,7,8,1.5534914837965241
60,100,0.25,0.55,0.1,2,7,10,2.9629239677893024
60,100,0.3,0.35,0.1,1,6,8,4.588820822719584
60,100,0.2,0.6,0.1,3,6,9,2.2641773624905075
60,100,0.2,0.45,0.1,2,6,7,2.6812789851966263
60,100,0.2,0.4,0.1,1,7,9,2.6502484768255936
60,100,0.2,0.4,0.1,3,6,8,2.531507738196821
60,100,0.3,0.45,0.1,1,8,6,4.750718640269214
60,100,0.3,0.35,0.1,3,8,9,5.458502866633678
60,100,0.1,0.6,0.1,1,5,8,0
60,100,0.2,0.6,0.1,2,10,5,1.932728299894232
60,100,0.3,0.3,0.1,3,6,6,5.674557544573745
60,100,0.1,0.45,0.1,2,10,8,0.4409920634920635
60,100,0.2,0.55,0.1,1,5,7,2.073958274686027
60,100,0.25,0.45,0.1,3,6,7,3.7193738622502597
60,100,0.3,0.35,0.1,1,7,5,4.383206536031949
60,100,0.1,0.35,0.1,3,5,10,1.1427211713295304
60,100,0.1,0.6,0.1,3,5,7,1.1370244654335564
60,100,0.15000000000000002,0.3,0.1,1,9,8,1.1614285714285715
60,100,0.1,0.6,0.1,1,5,6,0.34019607843137256
60,100,0.3,0.6,0.1,3,10,8,4.197592717450516
60,100,0.15000000000000002,0.55,0.1,1,9,5,0
60,100,0.25,0.6,0.1,3,7,5,4.40264399230401
60,100,0.3,0.6,0.1,2,7,9,5.569299206985577
60,100,0.1,0.4,0.1,2,10,7,0.486408939897312
60,100,0.2,0.5,0.1,2,6,9,2.5398714978758354
60,100,0.1,0.5,0.1,1,5,10,0.8052777777777778
60,100,0.15000000000000002,0.4,0.1,3,8,10,1.7190725266734175
60,100,0.3,0.45,0.1,3,6,9,5.0881542681187115
60,100,0.1,0.35,0.1,1,9,10,0.3814102564102564
60,100,0.2,0.4,0.1,1,6,9,0.9333333333333332
60,100,0.1,0.55,0.1,2,10,8,1.2100162337662337
60,100,0.2,0.3,0.1,3,10,7,2.557550399014935
60,100,0.1,0.35,0.1,1,7,5,0.4090909090909091
60,100,0.25,0.55,0.1,1,9,9,3.641178091802773
60,100,0.1,0.5,0.1,1,9,10,0.7572619047619048
60,100,0.1,0.3,0.1,2,10,5,0
60,100,0.15000000000000002,0.6,0.1,3,9,8,1.785961170990656
60,100,0.15000000000000002,0.6,0.1,3,7,9,1.595596925008899
60,100,0.3,0.5,0.1,3,9,7,5.507701079231024
60,100,0.25,0.45,0.1,3,9,10,3.6852820714852563
60,100,0.15000000000000002,0.45,0.1,1,7,9,1.4558008658008659
60,100,0.2,0.45,0.1,1,5,7,2.4826501499876112
60,100,0.1,0.5,0.1,3,9,9,0.8814314473405382
60,100,0.2,0.55,0.1,2,6,10,2.6591010725123114
60,100,0.3,0.3,0.1,3,7,10,5.199764626457293
60,100,0.2,0.35,0.1,2,10,5,2.6234047177499935
60,100,0.25,0.6,0.1,2,10,5,3.301828560477017
60,100,0.3,0.5,0.1,2,9,5,4.4363046346348245
60,100,0.15000000000000002,0.5,0.1,1,6,10,1.685368920295391
60,100,0.15000000000000002,0.3,0.1,2,8,9,1.7759524476773447
60,100,0.1,0.4,0.1,3,10,10,0.8435517078667233
60,100,0.2,0.35,0.1,3,9,7,2.3180257089726837
60,100,0.25,0.45,0.1,3,6,8,3.6898205375202786
60,100,0.15000000000000002,0.5,0.1,3,9,6,1.2507528417275808
60,100,0.3,0.45,0.1,2,6,6,4.540690624361745
60,100,0.25,0.6,0.1,2,8,6,3.9769596172688924
60,100,0.1,0.45,0.1,1,5,6,0
60,100,0.15000000000000002,0.55,0.1,1,6,5,1.550596474232838
60,100,0.3,0.5,0.1,1,8,5,4.901859069304214
60,100,0.25,0.35,0.1,3,5,9,3.1665025452704825
60,100,0.1,0.5,0.1,3,10,8,1.030924445924446
60,100,0.25,0.4,0.1,1,8,8,2.772923584821354
60,100,0.3,0.45,0.1,3,7,5,4.2945114793536545
60,100,0.3,0.45,0.1,1,6,7,4.982666674165179
60,100,0.15000000000000002,0.35,0.1,1,6,6,1.7366669280405427
60,100,0.1,0.4,0.1,1,8,5,1.0893260779624416
60,100,0.3,0.35,0.1,2,8,10,5.494991929801177
60,100,0.15000000000000002,0.5,0.1,1,8,10,1.445229087921745
60,100,0.15000000000000002,0.4,0.1,1,6,5,1.7425232558588173
60,100,0.3,0.45,0.1,3,7,9,5.095544499460423
60,100,0.1,0.6,0.1,3,10,5,0.4925234487734488
60,100,0.25,0.3,0.1,2,10,5,3.508512422638137
60,100,0.3,0.3,0.1,1,7,5,5.293331982098733
60,100,0.2,0.55,0.1,1,10,7,2.4798967087437136
60,100,0.25,0.55,0.1,1,10,5,3.9991700565233654
60,100,0.3,0.55,0.1,3,9,5,4.880486274610034
60,100,0.3,0.35,0.1,3,8,7,4.741434144348143
60,100,0.1,0.3,0.1,1,10,5,0.8107843137254902
60,100,0.3,0.6,0.1,2,6,7,5.78258676323345
60,100,0.2,0.35,0.1,3,6,7,2.5582887709349147
60,100,0.3,0.55,0.1,3,8,5,5.688911266209089
60,100,0.15000000000000002,0.55,0.1,2,5,5,1.244866734572617
60,100,0.2,0.6,0.1,1,7,7,2.1468802960474114
60,100,0.3,0.55,0.1,1,9,9,5.331639772917162
60,100,0.3,0.4,0.1,1,6,9,4.854616572202768
60,100,0.25,0.3,0.1,2,6,6,4.9729829216726635
60,100,0.2,0.45,0.1,2,8,10,2.0847854850031253
60,100,0.25,0.5,0.1,1,5,5,0
60,100,0.15000000000000002,0.5,0.1,2,7,9,2.6362530773421504
60,100,0.1,0.3,0.1,3,10,7,0.7386376123876124
60,100,0.2,0.3,0.1,3,5,7,3.141459745027471
60,100,0.2,0.35,0.1,3,10,7,1.8796673104954367
60,100,0.1,0.3,0.1,3,10,8,1.1068628080856342
60,100,0.2,0.3,0.1,2,7,7,2.49335471184428
60,100,0.25,0.5,0.1,2,8,10,4.297492484099987
60,100,0.15000000000000002,0.4,0.1,1,7,6,1.8783600155882765
60,100,0.3,0.55,0.1,3,6,9,4.834276652085886
60,100,0.3,0.6,0.1,2,10,5,3.969063531243422
60,100,0.15000000000000002,0.35,0.1,2,6,10,2.0109157849947326
60,100,0.25,0.3,0.1,3,10,9,4.113757324845759
60,100,0.3,0.6,0.1,2,7,7,5.562669882286998
60,100,0.25,0.3,0.1,1,8,9,3.287588927104248
60,100,0.1,0.45,0.1,2,8,6,0.42742857142857144
60,100,0.1,0.5,0.1,2,9,7,0.23958333333333331
60,100,0.2,0.35,0.1,3,7,10,2.2866583858305627
60,100,0.3,0.35,0.1,1,9,7,5.316201301103551
60,100,0.25,0.5,0.1,3,10,5,3.417087775505538
60,100,0.3,0.45,0.1,1,8,8,5.95551313993134
60,100,0.25,0.3,0.1,2,6,8,3.5743628263733744
60,100,0.15000000000000002,0.3,0.1,2,10,6,1.370371436842025
60,100,0.15000000000000002,0.45,0.1,3,6,10,1.6815383146097407
60,100,0.25,0.5,0.1,1,7,5,3.1443111025593278
60,100,0.2,0.6,0.1,3,9,7,2.668952907495082
60,100,0.25,0.6,0.1,2,8,8,3.1894672815183047
60,100,0.2,0.4,0.1,1,6,8,2.2586325386354935
60,100,0.25,0.35,0.1,1,5,7,1.9871794871794872
60,100,0.1,0.4,0.1,1,6,9,0.9278505291005291
60,100,0.15000000000000002,0.35,0.1,1,7,10,1.7634064624404524
60,100,0.15000000000000002,0.6,0.1,3,5,5,1.6995579209811442
60,100,0.25,0.3,0.1,1,6,5,1.4166666666666667
60,100,0.2,0.55,0.1,3,6,6,2.4277079238018233
60,100,0.3,0.35,0.1,2,10,8,6.225923444433117
60,100,0.3,0.5,0.1,3,5,6,5.200903360038082
60,100,0.15000000000000002,0.4,0.1,1,9,8,1.4147536817757407
60,100,0.1,0.6,0.1,1,6,10,1.005
60,100,0.2,0.4,0.1,1,9,8,2.0335775335775335
60,100,0.15000000000000002,0.35,0.1,3,8,7,1.7211506912914907
60,100,0.25,0.6,0.1,1,10,6,3.2454918673997835
60,100,0.1,0.55,0.1,2,6,5,0.578125
60,100,0.15000000000000002,0.6,0.1,2,9,9,1.8798111444077057
60,100,0.1,0.45,0.1,3,5,9,0.8826719576719576
60,100,0.1,0.5,0.1,2,7,10,0.4215686274509804
60,100,0.15000000000000002,0.55,0.1,2,8,8,1.7893120305620305
60,100,0.3,0.5,0.1,2,9,7,5.4603384470330765
60,100,0.25,0.4,0.1,3,8,9,3.6954561263307846
60,100,0.3,0.55,0.1,3,7,6,5.336947993840337
60,100,0.3,0.35,0.1,2,6,10,5.139249237124838
60,100,0.3,0.45,0.1,2,5,7,5.991760505664785
60,100,0.3,0.6,0.1,2,9,5,5.7923949034778115
60,100,0.15000000000000002,0.35,0.1,3,6,7,1.2694048571545233
60,100,0.2,0.6,0.1,2,5,10,2.465841926728905
60,100,0.15000000000000002,0.6,0.1,1,9,5,1.0473684210526315
60,100,0.2,0.45,0.1,2,6,5,2.9250924232329463
60,100,0.1,0.5,0.1,2,6,9,0.5678747093242892
60,100,0.3,0.55,0.1,2,6,8,4.244454274001074
60,100,0.25,0.6,0.1,1,6,8,4.367091025258632
60,100,0.15000000000000002,0.45,0.1,1,6,10,1.5321291208791208
60,100,0.15000000000000002,0.4,0.1,2,7,10,1.6498412698412699
60,100,0.2,0.35,0.1,3,10,5,2.422000218303866
60,100,0.3,0.35,0.1,1,8,6,5.4996032354688245
60,100,0.2,0.55,0.1,1,6,8,2.751440720227485
60,100,0.15000000000000002,0.3,0.1,1,10,10,1.1071428571428572
60,100,0.15000000000000002,0.6,0.1,2,5,7,2.030022823337764
60,100,0.3,0.45,0.1,1,6,8,5.294484337937827
60,100,0.25,0.4,0.1,2,10,10,3.1558313749035136
60,100,0.1,0.55,0.1,2,5,5,0.7277777777777777
60,100,0.25,0.4,0.1,1,5,5,3.5518635591159393
60,100,0.25,0.3,0.1,1,9,7,2.860201332468468
60,100,0.25,0.3,0.1,1,7,9,3.9694275294848254
60,100,0.15000000000000002,0.55,0.1,2,5,8,0.7491228070175439
60,100,0.1,0.5,0.1,1,8,8,0.8867521367521367
60,100,0.25,0.55,0.1,2,8,10,3.3323250029257387
60,100,0.3,0.55,0.1,2,7,10,5.33818116755453
60,100,0.25,0.35,0.1,1,9,8,3.5228293830366257
60,100,0.2,0.45,0.1,2,5,6,2.97593442988546
60,100,0.3,0.4,0.1,1,7,10,5.60137670683155
60,100,0.2,0.3,0.1,1,5,7,2.546671988121689
60,100,0.3,0.5,0.1,3,6,8,2.966486723210744
60,100,0.3,0.35,0.1,1,6,9,4.492910722485118
60,100,0.25,0.4,0.1,2,7,7,2.9350309073292653
60,100,0.1,0.45,0.1,2,10,7,0.8891468253968254
60,100,0.15000000000000002,0.45,0.1,1,5,8,1.2720720720720722
60,100,0.2,0.5,0.1,3,6,9,3.379760240072237
60,100,0.1,0.6,0.1,2,8,9,0.6167460317460317
60,100,0.15000000000000002,0.5,0.1,3,5,5,2.2423881673881674
60,100,0.15000000000000002,0.5,0.1,1,7,7,1.6326690439190439
60,100,0.25,0.45,0.1,1,9,8,3.4462598252529992
60,100,0.25,0.55,0.1,3,7,7,4.378441747553284
60,100,0.3,0.45,0.1,3,9,10,4.431893500231478
60,100,0.1,0.6,0.1,1,10,10,0.905801467051467
60,100,0.2,0.45,0.1,2,5,9,2.503874498142771
60,100,0.3,0.45,0.1,2,7,8,4.601464905550587
60,100,0.25,0.55,0.1,3,10,8,3.744668217137586
60,100,0.25,0.5,0.1,2,7,6,3.2287514046771673
60,100,0.3,0.45,0.1,2,5,6,5.4905768055912425
60,100,0.2,0.55,0.1,3,5,7,2.555915066484554
60,100,0.2,0.55,0.1,2,10,5,2.1582659047166426
60,100,0.1,0.4,0.1,1,6,5,1.3076923076923077
60,100,0.25,0.35,0.1,2,6,8,3.1778709369446605
60,100,0.1,0.35,0.1,3,8,10,0.8506023860900022
60,100,0.25,0.6,0.1,1,5,6,4.359239218109863
60,100,0.25,0.55,0.1,2,6,9,3.394790261881738
60,100,0.15000000000000002,0.5,0.1,1,5,8,1.0143537414965986
60,100,0.25,0.45,0.1,1,5,7,4.188107327795337
60,100,0.2,0.3,0.1,3,9,9,2.1514964147529185
60,100,0.25,0.35,0.1,3,9,10,2.7362275684252486
60,100,0.1,0.4,0.1,3,5,9,0.42766830870279143
60,100,0.3,0.45,0.1,1,9,5,4.85445674601921
60,100,0.15000000000000002,0.6,0.1,3,5,10,1.975738327607622
60,100,0.25,0.5,0.1,1,7,7,3.2643363814726634
60,100,0.2,0.35,0.1,1,8,7,3.0360267966613845
60,100,0.15000000000000002,0.4,0.1,3,9,8,1.685620427600544
60,100,0.15000000000000002,0.3,0.1,3,6,5,2.1507038703747607
60,100,0.25,0.55,0.1,1,9,5,4.513413630129588
60,100,0.3,0.3,0.1,1,10,7,5.134746592036226
60,100,0.15000000000000002,0.35,0.1,3,6,9,1.6089377651971994
60,100,0.15000000000000002,0.3,0.1,1,7,6,1.7494642857142857
60,100,0.25,0.6,0.1,3,9,7,4.217712262201468
60,100,0.3,0.4,0.1,1,5,6,4.91037572727171
60,100,0.2,0.6,0.1,2,7,6,2.561077819767035
60,100,0.15000000000000002,0.35,0.1,1,5,10,1.8085845211290257
60,100,0.3,0.6,0.1,2,5,7,5.8424976820262735
60,100,0.1,0.45,0.1,2,6,7,1.4142213642213641
60,100,0.15000000000000002,0.35,0.1,3,7,6,0.8258210180623974
60,100,0.15000000000000002,0.5,0.1,2,9,6,1.2817347374847374
60,100,0.3,0.5,0.1,1,7,8,5.957171436863015
60,100,0.3,0.45,0.1,2,9,5,5.257871723592268
60,100,0.15000000000000002,0.6,0.1,3,10,6,1.4944345931845933
60,100,0.1,0.35,0.1,1,10,8,0.5314750290360046
60,100,0.25,0.55,0.1,3,8,10,4.0608764991001145
60,100,0.25,0.3,0.1,1,9,9,3.6115843155602856
60,100,0.15000000000000002,0.6,0.1,3,9,5,1.923680665413611
60,100,0.15000000000000002,0.45,0.1,2,9,8,0.9477104377104377
60,100,0.3,0.4,0.1,1,10,9,4.2650609503403185
60,100,0.2,0.55,0.1,1,5,5,2.2689994593539233
60,100,0.3,0.5,0.1,3,7,5,5.358554661868355
60,100,0.1,0.35,0.1,2,7,7,0.888095238095238
60,100,0.15000000000000002,0.4,0.1,2,10,8,1.7348092941891569
60,100,0.3,0.6,0.1,3,9,7,5.89712031375571
60,100,0.2,0.55,0.1,1,10,8,2.7246540350606807
60,100,0.2,0.3,0.1,3,9,8,2.8447941469331126
60,100,0.2,0.55,0.1,1,8,9,3.13211322407751
60,100,0.2,0.4,0.1,2,8,5,2.697274608190986
60,100,0.2,0.55,0.1,2,5,10,2.4295428488218302
60,100,0.25,0.5,0.1,2,8,5,3.801861088972781
60,100,0.2,0.3,0.1,2,10,7,2.2653500916020066
60,100,0.2,0.6,0.1,2,9,7,2.719186689850871
60,100,0.2,0.4,0.1,2,8,6,2.0526383419409338
60,100,0.3,0.5,0.1,1,9,10,6.380882239871049
60,100,0.15000000000000002,0.35,0.1,3,9,6,1.865133907813079
60,100,0.3,0.45,0.1,3,6,6,5.239423613909974
60,100,0.2,0.4,0.1,1,10,8,2.6843906385615877
60,100,0.3,0.55,0.1,3,9,6,4.6247813654976
60,100,0.15000000000000002,0.6,0.1,1,7,10,1.9074070427020708
60,100,0.2,0.35,0.1,1,8,6,2.5424885757464586
60,100,0.25,0.6,0.1,1,8,10,3.7042184892195453
60,100,0.1,0.6,0.1,3,5,9,0.586576354679803
60,100,0.25,0.4,0.1,3,6,7,4.086789582780268
60,100,0.15000000000000002,0.4,0.1,1,9,10,1.5334584884504254
60,100,0.25,0.55,0.1,1,8,8,2.7613633955842944
60,100,0.3,0.55,0.1,1,5,9,3.143132458495
60,100,0.25,0.45,0.1,2,6,10,3.8984597869104043
60,100,0.15000000000000002,0.4,0.1,3,6,5,1.8928870311261952
60,100,0.2,0.35,0.1,3,7,6,2.7335503743978222
60,100,0.1,0.6,0.1,2,5,8,1.024546485260771
60,100,0.25,0.3,0.1,2,7,10,3.343955681001969
60,100,0.25,0.45,0.1,1,9,9,3.1761535596989754
60,100,0.25,0.5,0.1,1,6,8,3.8371312511238487
60,100,0.15000000000000002,0.5,0.1,2,7,7,1.6784603174603174
60,100,0.1,0.3,0.1,2,6,9,1.1319209039548022
60,100,0.2,0.5,0.1,2,6,7,2.6066079103844575
60,100,0.3,0.5,0.1,3,8,9,4.806127741300907
60,100,0.1,0.35,0.1,3,7,7,0.4112193362193362
60,100,0.1,0.5,0.1,2,5,6,0.5654761904761905
60,100,0.1,0.55,0.1,3,8,5,0.5327160493827161
60,100,0.1,0.3,0.1,1,6,10,1.3019444444444443
60,100,0.3,0.55,0.1,3,8,8,5.783404934130503
60,100,0.1,0.4,0.1,2,8,6,0.9642089093701997
60,100,0.25,0.5,0.1,1,7,10,3.3992301993288416
60,100,0.15000000000000002,0.3,0.1,1,7,7,0
60,100,0.15000000000000002,0.6,0.1,2,7,10,1.2621825396825397
60,100,0.25,0.6,0.1,1,5,7,2.7008281573498967
60,100,0.25,0.6,0.1,3,5,8,3.8449850019534573
60,100,0.15000000000000002,0.5,0.1,3,7,8,1.3029804102201548
60,100,0.1,0.3,0.1,1,10,10,0.7700992063492064
60,100,0.2,0.5,0.1,3,6,10,2.104332358876188
60,100,0.25,0.35,0.1,2,9,6,3.244967252000293
60,100,0.2,0.45,0.1,1,9,8,2.616395110384188
60,100,0.3,0.45,0.1,2,6,9,5.755390539569072
60,100,0.25,0.55,0.1,1,8,10,3.6202733509918086
60,100,0.15000000000000002,0.45,0.1,2,10,10,1.5928785380239479
60,100,0.15000000000000002,0.55,0.1,1,7,10,2.2495492908650805
60,100,0.3,0.35,0.1,3,6,10,5.666378345742783
60,100,0.3,0.3,0.1,1,7,8,4.534997357365197
60,100,0.1,0.6,0.1,3,9,6,0.7149897240806332
60,100,0.15000000000000002,0.4,0.1,2,5,7,1.3808420052170052
60,100,0.25,0.55,0.1,2,7,6,4.062079510047558
60,100,0.15000000000000002,0.3,0.1,2,7,5,1.3649108688582372
60,100,0.3,0.55,0.1,3,5,5,5.280473586656273
60,100,0.2,0.6,0.1,1,9,8,2.6750035227165485
60,100,0.3,0.6,0.1,3,8,9,5.143473368204785
60,100,0.1,0.45,0.1,3,5,10,0.8683595250902943
60,100,0.3,0.3,0.1,2,5,6,4.895975216204467
60,100,0.25,0.35,0.1,1,9,6,3.4428509066530193
60,100,0.2,0.35,0.1,1,8,5,2.2831862733424884
60,100,0.1,0.3,0.1,1,5,8,0.2777777777777778
60,100,0.2,0.4,0.1,3,6,5,3.1202799146692235
60,100,0.1,0.45,0.1,3,8,6,1.063564814814815
60,100,0.3,0.45,0.1,2,7,10,5.971732937925101
60,100,0.1,0.45,0.1,1,7,6,0.968505291005291
60,100,0.25,0.5,0.1,1,5,8,3.8650575914694554
60,100,0.3,0.55,0.1,3,7,9,5.056536724980406
60,100,0.15000000000000002,0.4,0.1,1,8,8,1.6393217893217893
60,100,0.25,0.4,0.1,3,9,6,3.732600959559703
60,100,0.1,0.55,0.1,2,9,6,0.8875
60,100,0.25,0.4,0.1,1,9,9,3.2867511239339096
60,100,0.25,0.45,0.1,2,6,7,3.4778121515086617
60,100,0.2,0.45,0.1,2,9,5,2.633584111761324
60,100,0.1,0.5,0.1,3,8,10,0.9729026042183937
60,100,0.2,0.4,0.1,3,8,8,2.0481341714602164
60,100,0.1,0.3,0.1,2,7,10,0.4303968253968254
60,100,0.3,0.6,0.1,3,8,6,6.06364202857244
60,100,0.3,0.5,0.1,3,5,8,4.906552428973815
60,100,0.2,0.35,0.1,2,6,9,2.063402422249675
60,100,0.2,0.45,0.1,3,8,8,1.9025076331296973
60,100,0.15000000000000002,0.45,0.1,3,7,9,2.4265368393685822
60,100,0.25,0.35,0.1,1,5,6,3.739952292128135
60,100,0.1,0.55,0.1,1,5,9,0.25757575757575757
60,100,0.25,0.5,0.1,3,6,6,3.5098373273044468
60,100,0.15000000000000002,0.35,0.1,2,9,5,1.8568496458480472
60,100,0.25,0.6,0.1,3,5,5,3.809748173849548
60,100,0.2,0.35,0.1,3,9,10,3.061872870470918
60,100,0.2,0.5,0.1,3,8,5,2.0639572622850353
60,100,0.1,0.6,0.1,1,9,8,0.8995098039215687
60,100,0.2,0.55,0.1,1,7,9,2.9001068376068377
60,100,0.2,0.55,0.1,2,8,9,2.33011379411913
60,100,0.1,0.6,0.1,2,10,5,0.6229384436701509
60,100,0.2,0.6,0.1,2,9,10,2.087707869462355
60,100,0.15000000000000002,0.35,0.1,1,8,6,2.442373039147233
60,100,0.2,0.3,0.1,1,7,7,2.4511052156640605
60,100,0.25,0.6,0.1,1,7,7,4.2499013028636234
60,100,0.1,0.6,0.1,1,6,7,0
60,100,0.15000000000000002,0.4,0.1,1,6,7,0.46153846153846156
60,100,0.2,0.45,0.1,1,10,8,2.8209792979350703
60,100,0.15000000000000002,0.4,0.1,1,6,9,2.239543650793651
60,100,0.15000000000000002,0.3,0.1,2,6,8,1.7265853706432015
60,100,0.1,0.4,0.1,3,10,7,1.075952380952381
60,100,0.15000000000000002,0.4,0.1,1,9,5,1.6666150325709148
60,100,0.1,0.55,0.1,1,5,5,0.7805555555555556
